Affected user,Time,User full name,Event context,Component,Event name,Description,IP address,Origin
-,"11 May, 09:09",SFzgxswU,Folder: Past Exam Papers,Folder,Course module viewed,The user with id 'x' viewed the 'folder' activity with course module id 'x'.,213.233.148.10,web
-,"11 May, 09:09",SFzgxswU,File: Sample Exam Paper,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,213.233.148.10,web
-,"11 May, 09:09",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,213.233.148.10,web
-,"11 May, 01:54",SFzgxswU,File: Lecture 6,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 01:53",SFzgxswU,File: Lecture 7,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 01:53",SFzgxswU,File: Lecture 8,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 01:52",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"11 May, 01:44",SFzgxswU,Folder: Past Exam Papers,Folder,Course module viewed,The user with id 'x' viewed the 'folder' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 01:44",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"11 May, 01:44",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"10 May, 23:42",SFzgxswU,Folder: Past Exam Papers,Folder,Course module viewed,The user with id 'x' viewed the 'folder' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 23:41",SFzgxswU,File: Sample Exam Paper,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 23:41",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"9 May, 15:00",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"9 May, 14:58",SFzgxswU,Folder: Past Exam Papers,Folder,Course module viewed,The user with id 'x' viewed the 'folder' activity with course module id 'x'.,10.30.0.20,web
-,"9 May, 14:58",SFzgxswU,File: Sample Exam Paper,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 May, 14:57",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"9 May, 02:21",SFzgxswU,File: Sample Exam Paper,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 May, 02:21",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"8 May, 21:32",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"8 May, 21:32",SFzgxswU,Folder: Past Exam Papers,Folder,Course module viewed,The user with id 'x' viewed the 'folder' activity with course module id 'x'.,10.30.0.20,web
-,"8 May, 21:31",SFzgxswU,File: Sample Exam Paper,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"8 May, 21:31",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"2 May, 01:24",SFzgxswU,Other,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"23 Apr, 14:01",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"23 Apr, 13:48",SFzgxswU,Assignment: Lab 8 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"23 Apr, 13:48",SFzgxswU,Assignment: Lab 8 Upload,Assignment,The user has accepted the statement of the submission.,The user with id 'x' has accepted the statement of the submission with id 'x94' for the assignment with course module id 'x'.,10.30.0.20,web
-,"23 Apr, 13:48",SFzgxswU,Assignment: Lab 8 Upload,Assignment,Submission form viewed.,The user with id 'x' viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"23 Apr, 13:48",SFzgxswU,Assignment: Lab 8 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"23 Apr, 13:01",SFzgxswU,Assignment: Lab 8 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"23 Apr, 12:52",SFzgxswU,File: Lecture 8,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"23 Apr, 12:50",SFzgxswU,File: Lab 8 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"23 Apr, 12:50",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"23 Apr, 12:50",SFzgxswU,Assignment: Upload for Late Labs 5 - 8,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"23 Apr, 12:49",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"16 Apr, 12:09",SFzgxswU,File: Lecture 8,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"16 Apr, 12:09",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"16 Apr, 12:09",SFzgxswU,Assignment: Lab 8 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"16 Apr, 12:09",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"9 Apr, 12:34",SFzgxswU,Assignment: Group 4 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 12:33",SFzgxswU,Assignment: Group 4 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 12:33",SFzgxswU,Assignment: Group 4 Practical Test,Assignment,The user has accepted the statement of the submission.,The user with id 'x' has accepted the statement of the submission with id 'x17' for the assignment with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 12:32",SFzgxswU,Assignment: Group 4 Practical Test,Assignment,Submission form viewed.,The user with id 'x' viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 12:22",SFzgxswU,Assignment: Group 4 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 12:19",SFzgxswU,Assignment: Group 4 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 12:16",SFzgxswU,Assignment: Group 4 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 12:16",SFzgxswU,Assignment: Group 4 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 12:15",SFzgxswU,Assignment: Group 4 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 12:08",SFzgxswU,Assignment: Group 4 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 12:00",SFzgxswU,Assignment: Group 4 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 11:45",SFzgxswU,Assignment: Group 4 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 11:36",SFzgxswU,Assignment: Group 4 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 11:27",SFzgxswU,Assignment: Group 4 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 11:02",SFzgxswU,Assignment: Group 4 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 11:02",SFzgxswU,Assignment: Group 4 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 11:02",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"9 Apr, 02:46",SFzgxswU,File: Sample Practical Test,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 Apr, 02:45",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"8 Apr, 22:21",SFzgxswU,File: Sample Practical Test,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"20 Mar, 02:20",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"20 Mar, 02:20",SFzgxswU,Assignment: Late Labs 1 - 4 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"20 Mar, 02:19",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"19 Mar, 14:31",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"19 Mar, 14:31",SFzgxswU,Assignment: Late Labs 1 - 4 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"19 Mar, 14:30",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"12 Mar, 14:04",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"12 Mar, 14:00",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"12 Mar, 13:59",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"12 Mar, 13:32",SFzgxswU,File: Lab 6 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Mar, 13:16",SFzgxswU,File: Lecture 7,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Mar, 13:16",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"12 Mar, 12:11",SFzgxswU,File: Lab 6 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Mar, 11:19",SFzgxswU,File: Lecture 7,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Mar, 11:19",SFzgxswU,File: Lab 7 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Mar, 11:19",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"12 Mar, 11:05",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"12 Mar, 11:05",SFzgxswU,Assignment: Lab 7 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"12 Mar, 11:04",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"12 Mar, 11:04",SFzgxswU,Assignment: Lab 6 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"12 Mar, 11:04",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"6 Mar, 14:11",SFzgxswU,File: Lecture 6,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"6 Mar, 14:11",SFzgxswU,File: Lecture 5,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"6 Mar, 14:10",SFzgxswU,File: Lecture 5,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"6 Mar, 14:01",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"6 Mar, 13:58",SFzgxswU,Assignment: Lab 5  Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"6 Mar, 13:50",SFzgxswU,Assignment: Lab 5  Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"6 Mar, 13:50",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"6 Mar, 13:36",SFzgxswU,Assignment: Lab 5  Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"6 Mar, 13:35",SFzgxswU,Assignment: Lab 5  Upload,Assignment,The user has accepted the statement of the submission.,The user with id 'x' has accepted the statement of the submission with id 'x29' for the assignment with course module id 'x'.,10.30.0.20,web
-,"6 Mar, 13:35",SFzgxswU,Assignment: Lab 5  Upload,Assignment,Submission form viewed.,The user with id 'x' viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"6 Mar, 13:35",SFzgxswU,Assignment: Lab 5  Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
